Mod:Item:MetaData, Localized Name
tinkersdefense:setting:0, Slime item.setting.name
tinkersdefense:setting:0, Slime item.setting.name
tinkersdefense:setting:0, Magma Slime item.setting.name
tinkersdefense:setting:0, Netherrack item.setting.name
tinkersdefense:setting:0, Cobalt item.setting.name
tinkersdefense:setting:0, Ardite item.setting.name
tinkersdefense:setting:0, Manyullyn item.setting.name
tinkersdefense:setting:0, Copper item.setting.name
tinkersdefense:setting:0, Bronze item.setting.name
tinkersdefense:setting:0, Lead item.setting.name
tinkersdefense:setting:0, Silver item.setting.name
tinkersdefense:setting:0, Electrum item.setting.name
tinkersdefense:setting:0, Steel item.setting.name
tinkersdefense:setting:0, Magical Wooden item.setting.name
tinkersdefense:setting:0, Evil Infused item.setting.name
tinkersdefense:setting:0, Enchanted item.setting.name
tinkersdefense:setting:0, Demonic item.setting.name
tinkersdefense:setting:0, Treated Wood item.setting.name
tinkersdefense:setting:0, Constantan item.setting.name
tinkersdefense:setting:0, material.aeonsteel.name item.setting.name
tinkersdefense:setting:0, material.queensgold.name item.setting.name
tinkersdefense:setting:0, material.dogbearium.name item.setting.name
tinkersdefense:setting:0, material.sinisterium.name item.setting.name
tinkersdefense:setting:0, material.nihilite.name item.setting.name
tinkersdefense:setting:0, material.orichalcum.name item.setting.name
tinkersdefense:setting:0, material.pandorium.name item.setting.name
tinkersdefense:setting:0, material.rosegold.name item.setting.name
tinkersdefense:setting:0, material.platinum.name item.setting.name
tinkersdefense:setting:0, material.brass.name item.setting.name
tinkersdefense:setting:0, material.gold.name item.setting.name
tinkersdefense:setting:0, material.valyriansteel.name item.setting.name
tinkersdefense:setting:0, material.froststeel.name item.setting.name
tinkersdefense:setting:0, material.pureardite.name item.setting.name
tinkersdefense:setting:0, material.purecobalt.name item.setting.name
tinkersdefense:setting:0, material.puremanyullyn.name item.setting.name
tinkersdefense:setting:0, material.glass.name item.setting.name
tinkersdefense:setting:0, material.purifiedgold.name item.setting.name
tinkersdefense:setting:0, material.purifiedsilver.name item.setting.name
tinkersdefense:setting:0, material.cheese.name item.setting.name
tinkersdefense:setting:0, material.bread.name item.setting.name
tinkersdefense:setting:0, material.melon.name item.setting.name
tinkersdefense:setting:0, material.redcandy.name item.setting.name
tinkersdefense:setting:0, material.greencandy.name item.setting.name
tinkersdefense:setting:0, material.sapphire.name item.setting.name
tinkersdefense:setting:0, material.ruby.name item.setting.name
tinkersdefense:setting:0, material.emerald.name item.setting.name
tinkersdefense:setting:0, material.diamond.name item.setting.name
tinkersdefense:setting:0, material.starsapphire.name item.setting.name
tinkersdefense:setting:0, material.starruby.name item.setting.name
tinkersdefense:setting:0, material.citrine.name item.setting.name
tinkersdefense:setting:0, material.ghasttear.name item.setting.name
tinkersdefense:setting:0, material.quartz.name item.setting.name
tinkersdefense:setting:0, material.glowstonecrystal.name item.setting.name
tinkersdefense:setting:0, material.enderpearl.name item.setting.name
tinkersdefense:setting:0, material.amethyst.name item.setting.name
tinkersdefense:setting:0, material.lapis.name item.setting.name
tinkersdefense:setting:0, material.topaz.name item.setting.name
tinkersdefense:setting:0, material.garnet.name item.setting.name
tinkersdefense:setting:0, material.opal.name item.setting.name
tinkersdefense:setting:0, material.tanzanite.name item.setting.name
tinkersdefense:setting:0, material.amber.name item.setting.name
tinkersdefense:setting:0, material.gallite.name item.setting.name
tinkersdefense:setting:0, material.sundrop.name item.setting.name
tinkersdefense:setting:0, material.voidite.name item.setting.name
tinkersdefense:setting:0, material.solarium.name item.setting.name
tinkersdefense:setting:0, material.dragonsteel.name item.setting.name
tinkersdefense:setting:0, material.blacksteel.name item.setting.name
tinkersdefense:setting:0, material.abyssalium.name item.setting.name
tinkersdefense:setting:0, material.depthsilver.name item.setting.name
tinkersdefense:setting:0, material.moonsilver.name item.setting.name
tinkersdefense:setting:0, material.novagold.name item.setting.name
tinkersdefense:filigree:0, Wooden item.filigree.name
tinkersdefense:filigree:0, Stone item.filigree.name
tinkersdefense:filigree:0, Flint item.filigree.name
tinkersdefense:filigree:0, Cactus item.filigree.name
tinkersdefense:filigree:0, Bone item.filigree.name
tinkersdefense:filigree:0, Obsidian item.filigree.name
tinkersdefense:filigree:0, Prismarine item.filigree.name
tinkersdefense:filigree:0, End item.filigree.name
tinkersdefense:filigree:0, Paper item.filigree.name
tinkersdefense:filigree:0, Sponge item.filigree.name
tinkersdefense:filigree:0, Firewood item.filigree.name
tinkersdefense:filigree:0, Iron item.filigree.name
tinkersdefense:filigree:0, Pig Iron item.filigree.name
tinkersdefense:filigree:0, Knightslime item.filigree.name
tinkersdefense:filigree:0, Slime item.filigree.name
tinkersdefense:filigree:0, Slime item.filigree.name
tinkersdefense:filigree:0, Magma Slime item.filigree.name
tinkersdefense:filigree:0, Netherrack item.filigree.name
tinkersdefense:filigree:0, Cobalt item.filigree.name
tinkersdefense:filigree:0, Ardite item.filigree.name
tinkersdefense:filigree:0, Manyullyn item.filigree.name
tinkersdefense:filigree:0, Copper item.filigree.name
tinkersdefense:filigree:0, Bronze item.filigree.name
tinkersdefense:filigree:0, Lead item.filigree.name
tinkersdefense:filigree:0, Silver item.filigree.name
tinkersdefense:filigree:0, Electrum item.filigree.name
tinkersdefense:filigree:0, Steel item.filigree.name
tinkersdefense:filigree:0, Magical Wooden item.filigree.name
tinkersdefense:filigree:0, Evil Infused item.filigree.name
tinkersdefense:filigree:0, Enchanted item.filigree.name
tinkersdefense:filigree:0, Demonic item.filigree.name
tinkersdefense:filigree:0, Treated Wood item.filigree.name
tinkersdefense:filigree:0, Constantan item.filigree.name
tinkersdefense:filigree:0, material.aeonsteel.name item.filigree.name
tinkersdefense:filigree:0, material.queensgold.name item.filigree.name
tinkersdefense:filigree:0, material.dogbearium.name item.filigree.name
tinkersdefense:filigree:0, material.sinisterium.name item.filigree.name
tinkersdefense:filigree:0, material.nihilite.name item.filigree.name
tinkersdefense:filigree:0, material.orichalcum.name item.filigree.name
tinkersdefense:filigree:0, material.pandorium.name item.filigree.name
tinkersdefense:filigree:0, material.rosegold.name item.filigree.name
tinkersdefense:filigree:0, material.platinum.name item.filigree.name
tinkersdefense:filigree:0, material.brass.name item.filigree.name
tinkersdefense:filigree:0, material.gold.name item.filigree.name
tinkersdefense:filigree:0, material.valyriansteel.name item.filigree.name
tinkersdefense:filigree:0, material.froststeel.name item.filigree.name
tinkersdefense:filigree:0, material.pureardite.name item.filigree.name
tinkersdefense:filigree:0, material.purecobalt.name item.filigree.name
tinkersdefense:filigree:0, material.puremanyullyn.name item.filigree.name
tinkersdefense:filigree:0, material.glass.name item.filigree.name
tinkersdefense:filigree:0, material.purifiedgold.name item.filigree.name
tinkersdefense:filigree:0, material.purifiedsilver.name item.filigree.name
tinkersdefense:filigree:0, material.cheese.name item.filigree.name
tinkersdefense:filigree:0, material.bread.name item.filigree.name
tinkersdefense:filigree:0, material.melon.name item.filigree.name
tinkersdefense:filigree:0, material.redcandy.name item.filigree.name
tinkersdefense:filigree:0, material.greencandy.name item.filigree.name
tinkersdefense:filigree:0, material.sapphire.name item.filigree.name
tinkersdefense:filigree:0, material.ruby.name item.filigree.name
tinkersdefense:filigree:0, material.emerald.name item.filigree.name
tinkersdefense:filigree:0, material.diamond.name item.filigree.name
tinkersdefense:filigree:0, material.starsapphire.name item.filigree.name
tinkersdefense:filigree:0, material.starruby.name item.filigree.name
tinkersdefense:filigree:0, material.citrine.name item.filigree.name
tinkersdefense:filigree:0, material.ghasttear.name item.filigree.name
tinkersdefense:filigree:0, material.quartz.name item.filigree.name
tinkersdefense:filigree:0, material.glowstonecrystal.name item.filigree.name
tinkersdefense:filigree:0, material.enderpearl.name item.filigree.name
tinkersdefense:filigree:0, material.amethyst.name item.filigree.name
tinkersdefense:filigree:0, material.lapis.name item.filigree.name
tinkersdefense:filigree:0, material.topaz.name item.filigree.name
tinkersdefense:filigree:0, material.garnet.name item.filigree.name
tinkersdefense:filigree:0, material.opal.name item.filigree.name
tinkersdefense:filigree:0, material.tanzanite.name item.filigree.name
tinkersdefense:filigree:0, material.amber.name item.filigree.name
tinkersdefense:filigree:0, material.gallite.name item.filigree.name
tinkersdefense:filigree:0, material.sundrop.name item.filigree.name
tinkersdefense:filigree:0, material.voidite.name item.filigree.name
tinkersdefense:filigree:0, material.solarium.name item.filigree.name
tinkersdefense:filigree:0, material.dragonsteel.name item.filigree.name
tinkersdefense:filigree:0, material.blacksteel.name item.filigree.name
tinkersdefense:filigree:0, material.abyssalium.name item.filigree.name
tinkersdefense:filigree:0, material.depthsilver.name item.filigree.name
tinkersdefense:filigree:0, material.moonsilver.name item.filigree.name
tinkersdefense:filigree:0, material.novagold.name item.filigree.name
tinkersdefense:roundshield, item.roundshield.name
tinkersdefense:heatershield, item.heatershield.name
tinkersdefense:zweihander, item.zweihander.name
tinkersdefense:shears, Shears
tinkersdefense:fishingrod, Fishing Rod
tinkersdefense:hood, item.tinkerhood.name
tinkersdefense:shawl, item.tinkershawl.name
tinkersdefense:robe, item.tinkerrobe.name
tinkersdefense:shoes, item.tinkershoes.name
tinkersdefense:sheathe, item.null.name
tinkersdefense:ring, item.null.name
tinkersdefense:amulet, item.null.name
tinkersdefense:gingerbread, item.null.name
tinkersdefense:redmintcane, item.null.name
tinkersdefense:greenmintcane, item.null.name
torchmaster:frozen_pearl, Frozen Pearl
torchmaster:mega_torch:0, Mega Torch
torchmaster:mega_torch:1, Unlit Mega Torch
torchmaster:terrain_lighter, Terrain Lighter
torchmaster:dread_lamp, Dread Lamp
torchmaster:feral_flare_lantern, Feral Flare Lantern
woot:die:0, Mesh Die
woot:die:1, Plate Die
woot:die:2, Core Die
woot:die:3, Shard Die
woot:factorycore:0, Heart Core
woot:factorycore:1, Controller Core
woot:factorycore:2, Tier I Upgrade Core
woot:factorycore:3, Tier II Upgrade Core
woot:factorycore:4, Tier III Upgrade Core
woot:factorycore:5, Power Core
woot:factorycore:6, Cap Core
woot:factorybase, Factory Base
woot:stygianironingot, Stygian Iron Ingot
woot:stygianironplate, Stygian Iron Plate
woot:endershard, Ender Shard
woot:prism, Prism
woot:soulsanddust, Soul Dust
woot:stygianirondust, Stygian Iron Dust
woot:shard:0, Diamond Shard
woot:shard:1, Emerald Shard
woot:shard:2, Quartz Shard
woot:shard:3, Nether Star Shard
woot:yahhammer, Ya Hammer
woot:xpshard, XP Shard (16XP)
woot:fakemanual, Readme
woot:anvil, Stygian Iron Anvil
woot:layout, Factory Layout
woot:factory, Factory Heart
woot:soulstone, Soul Stone
woot:stygianiron, Stygian Iron Block
woot:stygianironore, Stygian Iron Ore
woot:importer, Factory Importer
woot:exporter, Factory Exporter
woot:controller, Factory Controller
woot:structure:0, Factory Flesh Casing
woot:structure:1, Factory Bone Casing
woot:structure:2, Factory Blaze Casing
woot:structure:3, Factory Ender Casing
woot:structure:4, Factory Nether Casing
woot:structure:5, Factory Upgrade Base
woot:structure:6, Factory Tier I Cap
woot:structure:7, Factory Tier II Cap
woot:structure:8, Factory Tier III Cap
woot:structure:9, Factory Tier IV Cap
woot:cell:0, Basic Power Cell
woot:cell:1, Advanced Power Cell
woot:cell:2, Premium Power Cell
woot:upgrade:0, Rate I Upgrade
woot:upgrade:1, Rate II Upgrade
woot:upgrade:2, Rate III Upgrade
woot:upgrade:3, Looting I Upgrade
woot:upgrade:4, Looting II Upgrade
woot:upgrade:5, Looting III Upgrade
woot:upgrade:6, XP I Upgrade
woot:upgrade:7, XP II Upgrade
woot:upgrade:8, XP III Upgrade
woot:upgrade:9, Mass I Upgrade
woot:upgrade:10, Mass II Upgrade
woot:upgrade:11, Mass III Upgrade
woot:upgrade:12, Decapitate I Upgrade
woot:upgrade:13, Decapitate II Upgrade
woot:upgrade:14, Decapitate III Upgrade
woot:upgradeb:0, Efficiency I Upgrade
woot:upgradeb:1, Efficiency II Upgrade
woot:upgradeb:2, Efficiency III Upgrade
woot:upgradeb:3, Blood Magic Life Essence Tank I Upgrade
woot:upgradeb:4, Blood Magic Life Essence Tank II Upgrade
woot:upgradeb:5, Blood Magic Life Essence Tank III Upgrade
woot:upgradeb:6, Blood Magic Life Essence Altar I Upgrade
woot:upgradeb:7, Blood Magic Life Essence Altar II Upgrade
woot:upgradeb:8, Blood Magic Life Essence Altar III Upgrade
woot:upgradeb:9, EvilCraft Blood Tank I Upgrade
woot:upgradeb:10, EvilCraft Blood Tank II Upgrade
woot:upgradeb:11, EvilCraft Blood Tank III Upgrade
actuallyadditions:magnet_ring_bauble:0, Ring of Magnetizing
actuallyadditions:magnet_ring_bauble:0, Ring of Magnetizing
actuallyadditions:potion_ring_advanced_bauble:0, Advanced Ring of Speed
actuallyadditions:potion_ring_advanced_bauble:0, Advanced Ring of Speed
actuallyadditions:potion_ring_advanced_bauble:1, Advanced Ring of Haste
actuallyadditions:potion_ring_advanced_bauble:1, Advanced Ring of Haste
actuallyadditions:potion_ring_advanced_bauble:2, Advanced Ring of Strength
actuallyadditions:potion_ring_advanced_bauble:2, Advanced Ring of Strength
actuallyadditions:potion_ring_advanced_bauble:3, Advanced Ring of Jump Boost
actuallyadditions:potion_ring_advanced_bauble:3, Advanced Ring of Jump Boost
actuallyadditions:potion_ring_advanced_bauble:4, Advanced Ring of Regeneration
actuallyadditions:potion_ring_advanced_bauble:4, Advanced Ring of Regeneration
actuallyadditions:potion_ring_advanced_bauble:5, Advanced Ring of Resistance
actuallyadditions:potion_ring_advanced_bauble:5, Advanced Ring of Resistance
actuallyadditions:potion_ring_advanced_bauble:6, Advanced Ring of Fire Resistance
actuallyadditions:potion_ring_advanced_bauble:6, Advanced Ring of Fire Resistance
actuallyadditions:potion_ring_advanced_bauble:7, Advanced Ring of Water Breathing
actuallyadditions:potion_ring_advanced_bauble:7, Advanced Ring of Water Breathing
actuallyadditions:potion_ring_advanced_bauble:8, Advanced Ring of Invisibility
actuallyadditions:potion_ring_advanced_bauble:8, Advanced Ring of Invisibility
actuallyadditions:potion_ring_advanced_bauble:9, Advanced Ring of Night Vision
actuallyadditions:potion_ring_advanced_bauble:9, Advanced Ring of Night Vision
actuallyadditions:battery_bauble:0, Single Battery
actuallyadditions:battery_bauble:0, Single Battery
actuallyadditions:battery_double_bauble:0, Double Battery
actuallyadditions:battery_double_bauble:0, Double Battery
actuallyadditions:battery_triple_bauble:0, Triple Battery
actuallyadditions:battery_triple_bauble:0, Triple Battery
actuallyadditions:battery_quadruple_bauble:0, Quadruple Battery
actuallyadditions:battery_quadruple_bauble:0, Quadruple Battery
actuallyadditions:battery_quintuple_bauble:0, Quintuple Battery
actuallyadditions:battery_quintuple_bauble:0, Quintuple Battery
actuallyadditions:block_canola_oil, Canola Oil
actuallyadditions:block_refined_canola_oil, Refined Canola Oil
actuallyadditions:block_crystal_oil, Crystallized Oil
actuallyadditions:block_empowered_oil, Empowered Oil
actuallyadditions:block_crystal_cluster_redstone, Red Crystal Cluster
actuallyadditions:block_crystal_cluster_lapis, Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_diamond, Light Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_coal, Black Crystal Cluster
actuallyadditions:block_crystal_cluster_emerald, Green Crystal Cluster
actuallyadditions:block_crystal_cluster_iron, White Crystal Cluster
actuallyadditions:block_battery_box, Battery Box
actuallyadditions:block_item_viewer_hopping, Hopping Item Interface
actuallyadditions:block_farmer, Farmer
actuallyadditions:block_bio_reactor, Bio Reactor
actuallyadditions:block_empowerer, Empowerer
actuallyadditions:block_tiny_torch, Tiny Torch
actuallyadditions:block_shock_suppressor, Shock Absorber
actuallyadditions:block_display_stand, Display Stand
actuallyadditions:block_player_interface, Player Interface
actuallyadditions:block_item_viewer, Item Interface
actuallyadditions:block_firework_box, Firework Box
actuallyadditions:block_miner, Vertical Digger
actuallyadditions:block_atomic_reconstructor, Atomic Reconstructor
actuallyadditions:block_crystal:0, Restonia Crystal Block
actuallyadditions:block_crystal:1, Palis Crystal Block
actuallyadditions:block_crystal:2, Diamatine Crystal Block
actuallyadditions:block_crystal:3, Void Crystal Block
actuallyadditions:block_crystal:4, Emeradic Crystal Block
actuallyadditions:block_crystal:5, Enori Crystal Block
actuallyadditions:block_crystal_empowered:0, Empowered Restonia Crystal Block
actuallyadditions:block_crystal_empowered:1, Empowered Palis Crystal Block
actuallyadditions:block_crystal_empowered:2, Empowered Diamatine Crystal Block
actuallyadditions:block_crystal_empowered:3, Empowered Void Crystal Block
actuallyadditions:block_crystal_empowered:4, Empowered Emeradic Crystal Block
actuallyadditions:block_crystal_empowered:5, Empowered Enori Crystal Block
actuallyadditions:block_black_lotus, Black Lotus
actuallyadditions:block_laser_relay, Energy Laser Relay
actuallyadditions:block_laser_relay_advanced, Advanced Energy Laser Relay
actuallyadditions:block_laser_relay_extreme, Extreme Energy Laser Relay
actuallyadditions:block_laser_relay_fluids, Fluid Laser Relay
actuallyadditions:block_laser_relay_item, Item Laser Relay
actuallyadditions:block_laser_relay_item_whitelist, Advanced Item Laser Relay
actuallyadditions:block_ranged_collector, Ranged Collector
actuallyadditions:block_directional_breaker, Long-Range Breaker
actuallyadditions:block_leaf_generator, Leaf-Eating Generator
actuallyadditions:block_smiley_cloud, Smiley Cloud
actuallyadditions:block_xp_solidifier, Experience Solidifier
actuallyadditions:block_testifi_bucks_green_wall, Ethetic Green Block
actuallyadditions:block_testifi_bucks_white_wall, Ethetic Quartz
actuallyadditions:block_testifi_bucks_green_stairs, Ethetic Green Stairs
actuallyadditions:block_testifi_bucks_white_stairs, Ethetic Quartz Stairs
actuallyadditions:block_testifi_bucks_green_slab, Ethetic Green Slab
actuallyadditions:block_testifi_bucks_white_slab, Ethetic Quartz Slab
actuallyadditions:block_testifi_bucks_green_fence, Ethetic Green Wall
actuallyadditions:block_testifi_bucks_white_fence, Ethetic Quartz Wall
actuallyadditions:block_colored_lamp:0, White Lamp
actuallyadditions:block_colored_lamp:1, Orange Lamp
actuallyadditions:block_colored_lamp:2, Magenta Lamp
actuallyadditions:block_colored_lamp:3, Light Blue Lamp
actuallyadditions:block_colored_lamp:4, Yellow Lamp
actuallyadditions:block_colored_lamp:5, Lime Lamp
actuallyadditions:block_colored_lamp:6, Pink Lamp
actuallyadditions:block_colored_lamp:7, Gray Lamp
actuallyadditions:block_colored_lamp:8, Light Gray Lamp
actuallyadditions:block_colored_lamp:9, Cyan Lamp
actuallyadditions:block_colored_lamp:10, Purple Lamp
actuallyadditions:block_colored_lamp:11, Blue Lamp
actuallyadditions:block_colored_lamp:12, Brown Lamp
actuallyadditions:block_colored_lamp:13, Green Lamp
actuallyadditions:block_colored_lamp:14, Red Lamp
actuallyadditions:block_colored_lamp:15, Black Lamp
actuallyadditions:block_colored_lamp_on:0, White Lamp (On)
actuallyadditions:block_colored_lamp_on:1, Orange Lamp (On)
actuallyadditions:block_colored_lamp_on:2, Magenta Lamp (On)
actuallyadditions:block_colored_lamp_on:3, Light Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:4, Yellow Lamp (On)
actuallyadditions:block_colored_lamp_on:5, Lime Lamp (On)
actuallyadditions:block_colored_lamp_on:6, Pink Lamp (On)
actuallyadditions:block_colored_lamp_on:7, Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:8, Light Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:9, Cyan Lamp (On)
actuallyadditions:block_colored_lamp_on:10, Purple Lamp (On)
actuallyadditions:block_colored_lamp_on:11, Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:12, Brown Lamp (On)
actuallyadditions:block_colored_lamp_on:13, Green Lamp (On)
actuallyadditions:block_colored_lamp_on:14, Red Lamp (On)
actuallyadditions:block_colored_lamp_on:15, Black Lamp (On)
actuallyadditions:block_lamp_powerer, Lamp Controller
actuallyadditions:block_treasure_chest, Treasure Chest
actuallyadditions:block_energizer, Energizer
actuallyadditions:block_enervator, Enervator
actuallyadditions:block_lava_factory_controller, Lava Factory Controller
actuallyadditions:block_canola_press, Canola Press
actuallyadditions:block_phantomface, Phantomface
actuallyadditions:block_phantom_placer, Phantom Placer
actuallyadditions:block_phantom_liquiface, Phantom Liquiface
actuallyadditions:block_phantom_energyface, Phantom Energyface
actuallyadditions:block_phantom_redstoneface, Phantom Redstoneface
actuallyadditions:block_phantom_breaker, Phantom Breaker
actuallyadditions:block_coal_generator, Coal Generator
actuallyadditions:block_oil_generator, Oil Generator
actuallyadditions:block_fermenting_barrel, Fermenting Barrel
actuallyadditions:block_rice, Rice Plant
actuallyadditions:block_canola, Canola Plant
actuallyadditions:block_flax, Flax Plant
actuallyadditions:block_coffee, Coffee Plant
actuallyadditions:block_compost, Compost
actuallyadditions:block_misc:0, Pillar of Black Quartz
actuallyadditions:block_misc:1, Chiseled Block of Black Quartz
actuallyadditions:block_misc:2, Block of Black Quartz
actuallyadditions:block_misc:3, Black Quartz Ore
actuallyadditions:block_misc:4, Wood Casing
actuallyadditions:block_misc:5, Block of Charcoal
actuallyadditions:block_misc:6, Block of Enderpearl
actuallyadditions:block_misc:7, Casing
actuallyadditions:block_misc:8, Ender Casing
actuallyadditions:block_misc:9, Iron Casing
actuallyadditions:block_feeder, Automatic Feeder
actuallyadditions:block_giant_chest, Small Storage Crate
actuallyadditions:block_giant_chest_medium, Medium Storage Crate
actuallyadditions:block_giant_chest_large, Large Storage Crate
actuallyadditions:block_grinder, Crusher
actuallyadditions:block_grinder_double, Double Crusher
actuallyadditions:block_furnace_double, Powered Furnace
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, Advanced ESD
actuallyadditions:block_fishing_net, Fishing Net
actuallyadditions:block_furnace_solar, Solar Panel
actuallyadditions:block_heat_collector, Heat Collector
actuallyadditions:block_item_repairer, Item Repairer
actuallyadditions:block_greenhouse_glass, Greenhouse Glass
actuallyadditions:block_breaker, Auto-Breaker
actuallyadditions:block_placer, Auto-Placer
actuallyadditions:block_dropper, Automatic Precision Dropper
actuallyadditions:block_fluid_placer, Fluid Placer
actuallyadditions:block_fluid_collector, Fluid Collector
actuallyadditions:block_coffee_machine, Coffee Maker
actuallyadditions:block_phantom_booster, Phantom Booster
actuallyadditions:block_wild:0, Wild Canola
actuallyadditions:block_wild:1, Wild Flax
actuallyadditions:block_wild:2, Wild Rice
actuallyadditions:block_wild:3, Wild Coffee
actuallyadditions:block_quartz_wall, Black Quartz Wall
actuallyadditions:block_chiseled_quartz_wall, Chiseled Black Quartz Wall
actuallyadditions:block_pillar_quartz_wall, Black Quartz Pillar Wall
actuallyadditions:block_quartz_stair, Black Quartz Stairs
actuallyadditions:block_chiseled_quartz_stair, Chiseled Black Quartz Stairs
actuallyadditions:block_pillar_quartz_stair, Black Quartz Pillar Stairs
actuallyadditions:block_quartz_slab, Black Quartz Slab
actuallyadditions:block_chiseled_quartz_slab, Chiseled Black Quartz Slab
actuallyadditions:block_pillar_quartz_slab, Black Quartz Pillar Slab
actuallyadditions:item_crystal_shard:0, Red Crystal Shard
actuallyadditions:item_crystal_shard:1, Blue Crystal Shard
actuallyadditions:item_crystal_shard:2, Light Blue Crystal Shard
actuallyadditions:item_crystal_shard:3, Black Crystal Shard
actuallyadditions:item_crystal_shard:4, Green Crystal Shard
actuallyadditions:item_crystal_shard:5, White Crystal Shard
actuallyadditions:item_engineer_goggles_advanced, Engineer's Infrared Goggles
actuallyadditions:item_engineer_goggles, Engineer's Goggles
actuallyadditions:item_laser_upgrade_range, Laser Relay Modifier: Range
actuallyadditions:item_laser_upgrade_invisibility, Laser Relay Modifier: Invisibility
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_bag, Traveler's Sack
actuallyadditions:item_void_bag, Void Sack
actuallyadditions:item_worm, Worm
actuallyadditions:item_player_probe, Player Probe
actuallyadditions:item_filter, Item Filter
actuallyadditions:item_water_bowl, Bowl of Water
actuallyadditions:item_spawner_changer, Spawner Changer
actuallyadditions:item_misc:0, Paper Cone
actuallyadditions:item_misc:1, Bio-Mash
actuallyadditions:item_misc:2, Knife Blade
actuallyadditions:item_misc:3, Knife Handle
actuallyadditions:item_misc:4, Dough
actuallyadditions:item_misc:5, Black Quartz
actuallyadditions:item_misc:6, Ring
actuallyadditions:item_misc:7, Basic Coil
actuallyadditions:item_misc:8, Advanced Coil
actuallyadditions:item_misc:9, Rice Dough
actuallyadditions:item_misc:10, Tiny Coal
actuallyadditions:item_misc:11, Tiny Charcoal
actuallyadditions:item_misc:12, Rice Slimeball
actuallyadditions:item_misc:13, Canola
actuallyadditions:item_misc:14, Empty Cup
actuallyadditions:item_misc:15, Bat's Wing
actuallyadditions:item_misc:16, Drill Core
actuallyadditions:item_misc:17, Black Dye
actuallyadditions:item_misc:18, Lens
actuallyadditions:item_misc:19, Ender Star
actuallyadditions:item_misc:20, Spawner Shards
actuallyadditions:item_misc:21, Biomass
actuallyadditions:item_misc:22, Bio Coal
actuallyadditions:item_misc:23, Crystallized Canola Seed
actuallyadditions:item_misc:24, Empowered Canola Seed
actuallyadditions:item_crate_keeper, Storage Crate Keeper
actuallyadditions:item_color_lens, Lens of Color
actuallyadditions:item_explosion_lens, Lens of Detonation
actuallyadditions:item_damage_lens, Lens of Certain Death
actuallyadditions:item_more_damage_lens, Lens of the Killer
actuallyadditions:item_disenchanting_lens, Lens of Disenchanting
actuallyadditions:item_mining_lens, Lens of the Miner
actuallyadditions:item_crystal:0, Restonia Crystal
actuallyadditions:item_crystal:1, Palis Crystal
actuallyadditions:item_crystal:2, Diamatine Crystal
actuallyadditions:item_crystal:3, Void Crystal
actuallyadditions:item_crystal:4, Emeradic Crystal
actuallyadditions:item_crystal:5, Enori Crystal
actuallyadditions:item_crystal_empowered:0, Empowered Restonia Crystal
actuallyadditions:item_crystal_empowered:1, Empowered Palis Crystal
actuallyadditions:item_crystal_empowered:2, Empowered Diamatine Crystal
actuallyadditions:item_crystal_empowered:3, Empowered Void Crystal
actuallyadditions:item_crystal_empowered:4, Empowered Emeradic Crystal
actuallyadditions:item_crystal_empowered:5, Empowered Enori Crystal
actuallyadditions:item_laser_wrench, Laser Wrench
actuallyadditions:item_chest_to_crate_upgrade, Chest To Storage Crate Upgrade
actuallyadditions:item_small_to_medium_crate_upgrade, Small To Medium Storage Crate Upgrade
actuallyadditions:item_medium_to_large_crate_upgrade, Medium To Large Storage Crate Upgrade
actuallyadditions:item_booklet, Actually Additions Manual
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_helm_emerald, Emerald Helmet
actuallyadditions:item_chest_emerald, Emerald Chestplate
actuallyadditions:item_pants_emerald, Emerald Pants
actuallyadditions:item_boots_emerald, Emerald Boots
actuallyadditions:item_helm_obsidian, Obsidian Helmet
actuallyadditions:item_chest_obsidian, Obsidian Chestplate
actuallyadditions:item_pants_obsidian, Obsidian Pants
actuallyadditions:item_boots_obsidian, Obsidian Boots
actuallyadditions:item_helm_quartz, Black Quartz Helmet
actuallyadditions:item_chest_quartz, Black Quartz Chestplate
actuallyadditions:item_pants_quartz, Black Quartz Pants
actuallyadditions:item_boots_quartz, Black Quartz Boots
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_wings_of_the_bats, Wings Of The Bats
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:3, Drill
